secid,date,days,delta,impl_volatility,impl_strike,impl_premium,dispersion,cp_flag,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group
102968,20190627,30,80,0.228797,116.9757,7.293749,0.023321,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,30,85,0.242671,115.0467,8.975459,0.032914,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,30,90,0.258169,112.4952,11.28043,0.041627,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-90,0.188121,135.6596,13.70568,0.02885,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-85,0.182343,132.669,10.97022,0.019614,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-80,0.179341,130.5676,9.149372,0.012078,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-75,0.179613,128.9716,7.874554,0.008176,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-70,0.182846,127.6538,6.933807,0.007111,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-65,0.186222,126.4131,6.117654,0.005844,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-60,0.188413,125.1893,5.354016,0.00578,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-55,0.191309,123.9979,4.685008,0.007233,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-50,0.196262,122.8112,4.118598,0.00788,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-45,0.201204,121.5768,3.586691,0.006585,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-40,0.204688,120.2855,3.060248,0.006795,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-35,0.209124,118.9089,2.580219,0.009271,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-30,0.216391,117.3634,2.156671,0.011853,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-25,0.225439,115.5805,1.759369,0.014625,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-20,0.236113,113.4607,1.378442,0.020558,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-15,0.250228,110.7705,1.016632,0.028939,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,-10,0.266921,107.1943,0.660576,0.037492,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,10,0.208321,137.3296,0.463358,0.049827,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,15,0.198524,134.0345,0.720122,0.045083,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,20,0.187042,131.4664,0.970623,0.034401,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,25,0.180444,129.6621,1.246587,0.021106,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,30,0.180102,128.2859,1.581565,0.011185,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,35,0.183079,127.1082,1.981567,0.006334,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,40,0.185618,125.9978,2.426162,0.004811,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,45,0.187504,124.8605,2.904301,0.005321,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,50,0.190482,123.7435,3.456232,0.006619,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,55,0.19543,122.6058,4.123923,0.007278,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,60,0.200365,121.3952,4.866397,0.007132,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,65,0.204511,120.1118,5.709312,0.008308,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,70,0.209953,118.6962,6.717071,0.010743,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,75,0.218093,117.0568,7.990243,0.014069,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,80,0.228421,115.0822,9.61443,0.019642,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,85,0.240805,112.6069,11.7548,0.027562,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,60,90,0.254927,109.3954,14.63026,0.036016,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-90,0.160805,135.9365,13.9873,0.009989,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-85,0.164573,133.6137,11.94918,0.008592,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-80,0.168698,131.7967,10.46575,0.006357,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-75,0.171247,130.1239,9.166587,0.004745,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-70,0.174419,128.6288,8.097607,0.005856,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-65,0.179541,127.2691,7.243436,0.005827,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-60,0.182626,125.8671,6.386256,0.003975,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-55,0.18449,124.4578,5.565868,0.00496,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-50,0.18898,123.072,4.89218,0.007733,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-45,0.195553,121.6293,4.308156,0.00713,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-40,0.199511,120.1007,3.690433,0.006341,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-35,0.203956,118.4696,3.116041,0.009037,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-30,0.211634,116.6278,2.614267,0.011635,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-25,0.220562,114.5145,2.135111,0.014892,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-20,0.231976,111.9702,1.681287,0.022839,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-15,0.249069,108.63,1.25799,0.034425,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,-10,0.270923,104.0623,0.834758,0.046048,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,10,0.167131,136.907,0.468016,0.012976,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,15,0.167537,134.1928,0.765646,0.01024,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,20,0.169537,132.1959,1.105499,0.007035,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,25,0.171257,130.4696,1.482852,0.004479,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,30,0.1732,128.9302,1.902751,0.004573,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,35,0.177443,127.582,2.394558,0.005481,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,40,0.18107,126.2444,2.936198,0.003786,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,45,0.182511,124.8717,3.501487,0.003465,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,50,0.18496,123.5725,4.139193,0.006077,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,55,0.191193,122.2229,4.947779,0.007696,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,60,0.19641,120.7988,5.835182,0.005865,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,65,0.199616,119.3148,6.781153,0.007172,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,70,0.205424,117.6802,7.954836,0.01053,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,75,0.214078,115.7734,9.443686,0.01182,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,80,0.222214,113.6012,11.19517,0.012873,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,85,0.230628,111.0335,13.37216,0.01505,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,91,90,0.239389,107.8269,16.19791,0.017199,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-90,0.165211,138.403,16.48292,0.00713,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-85,0.168759,135.7211,14.1202,0.006828,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-80,0.172405,133.5883,12.36416,0.006076,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-75,0.175763,131.7029,10.91021,0.005917,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-70,0.179541,129.9827,9.687533,0.00623,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-65,0.183576,128.3416,8.616176,0.005991,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-60,0.187065,126.713,7.621712,0.005975,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-55,0.190494,125.0822,6.705728,0.006855,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-50,0.195142,123.4405,5.898812,0.007885,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-45,0.200527,121.7351,5.159583,0.007886,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-40,0.20533,119.9289,4.438767,0.008567,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-35,0.211078,117.9838,3.771446,0.010524,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-30,0.218676,115.8156,3.159609,0.012598,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-25,0.22783,113.3293,2.580259,0.016339,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-20,0.240046,110.326,2.036234,0.023337,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-15,0.256896,106.4679,1.518765,0.032499,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,-10,0.277154,101.3289,0.99921,0.040803,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,10,0.168857,139.7685,0.54735,0.005357,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,15,0.170359,136.5953,0.902812,0.004873,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,20,0.172857,134.1827,1.311057,0.004766,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,25,0.175494,132.1217,1.771253,0.004971,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,30,0.178492,130.2808,2.288022,0.005483,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,35,0.182013,128.5583,2.874466,0.005619,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,40,0.185356,126.9043,3.521244,0.005612,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,45,0.188262,125.2671,4.230776,0.006222,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,50,0.191978,123.645,5.036788,0.007451,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,55,0.197118,121.9815,5.981206,0.007688,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,60,0.201629,120.2425,7.025625,0.007304,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,65,0.205878,118.458,8.1821,0.008624,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,70,0.211786,116.4665,9.583521,0.010402,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,75,0.219194,114.2506,11.27043,0.012073,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,80,0.227705,111.7081,13.32563,0.015139,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,85,0.238013,108.6205,15.94177,0.019661,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,122,90,0.249718,104.7133,19.41073,0.024353,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-90,0.167028,142.153,20.7344,0.006457,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-85,0.17037,138.3214,17.31436,0.005885,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-80,0.173908,135.4617,14.92046,0.005472,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-75,0.177591,133.0616,13.04644,0.005427,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-70,0.18139,130.9109,11.48826,0.005375,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-65,0.185101,128.8884,10.12739,0.005411,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-60,0.189014,126.9451,8.927994,0.005724,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-55,0.193059,125.0271,7.84576,0.005997,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-50,0.197415,123.0987,6.861455,0.006707,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-45,0.202408,121.1212,5.965954,0.007331,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-40,0.207751,119.0476,5.131633,0.008227,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-35,0.213967,116.8266,4.358156,0.009764,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-30,0.221448,114.3784,3.639049,0.01199,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-25,0.230825,111.5834,2.96788,0.016067,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-20,0.243463,108.2232,2.341153,0.022869,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-15,0.260349,103.9604,1.742366,0.031435,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,-10,0.280276,98.35339,1.142246,0.038652,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,10,0.170141,141.7939,0.603178,0.004629,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,15,0.171814,138.254,0.994311,0.00419,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,20,0.17441,135.572,1.44604,0.004294,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,25,0.177412,133.2866,1.957091,0.004531,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,30,0.180596,131.193,2.528834,0.004671,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,35,0.183802,129.2879,3.175292,0.004924,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,40,0.18736,127.4218,3.899626,0.005375,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,45,0.191053,125.5731,4.696146,0.00557,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,50,0.194895,123.7524,5.614682,0.006236,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,55,0.199425,121.8866,6.643888,0.006701,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,60,0.204026,119.9354,7.799218,0.006929,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,65,0.20897,117.8674,9.141748,0.007947,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,70,0.214812,115.687,10.67527,0.00938,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,75,0.221733,113.2126,12.52525,0.011627,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,80,0.230371,110.3652,14.8103,0.015177,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,85,0.241053,106.9766,17.69449,0.020003,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,152,90,0.253262,102.6996,21.47344,0.025064,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-90,0.167445,143.9923,22.61591,0.006191,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-85,0.170665,139.8389,18.90128,0.00575,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-80,0.174161,136.742,16.30177,0.005472,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-75,0.177853,134.1449,14.2688,0.005452,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-70,0.181649,131.8145,12.57334,0.005394,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-65,0.18536,129.6234,11.09297,0.005458,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-60,0.189305,127.5164,9.786914,0.005783,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-55,0.193399,125.4377,8.607898,0.005999,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-50,0.197727,123.3452,7.531514,0.006644,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-45,0.202664,121.1993,6.54961,0.007315,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-40,0.20803,118.9527,5.63722,0.008253,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-35,0.214285,116.5456,4.791236,0.009787,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-30,0.221792,113.8947,4.002815,0.012036,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-25,0.231222,110.8712,3.267293,0.016123,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-20,0.243928,107.2414,2.579409,0.022958,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-15,0.260914,102.6483,1.921555,0.031633,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,-10,0.281024,96.61676,1.261123,0.038991,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,10,0.170415,143.4834,0.661433,0.004924,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,15,0.172085,139.5632,1.089286,0.004336,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,20,0.174716,136.6036,1.57949,0.004399,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,25,0.177772,134.0705,2.136076,0.004624,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,30,0.18101,131.8452,2.76002,0.004758,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,35,0.184256,129.7234,3.457739,0.005003,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,40,0.187846,127.677,4.238689,0.005439,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,45,0.191601,125.708,5.11474,0.005605,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,50,0.195473,123.7045,6.094436,0.006204,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,55,0.199964,121.6665,7.205251,0.006683,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,60,0.204592,119.5697,8.457496,0.006995,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,65,0.20963,117.3678,9.880447,0.008006,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,70,0.21552,114.9553,11.55744,0.009405,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,75,0.222438,112.3565,13.50737,0.011564,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,80,0.230956,109.3562,15.91267,0.014832,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,85,0.24128,105.752,18.93923,0.019303,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,182,90,0.252944,101.3277,22.86192,0.024214,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-90,0.171214,151.392,30.46621,0.008027,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-85,0.175127,145.5562,25.20316,0.007957,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-80,0.179169,141.3414,21.62372,0.007369,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-75,0.183057,137.8478,18.84237,0.00688,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-70,0.186864,134.7424,16.529,0.006689,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-65,0.190633,131.8636,14.53565,0.006729,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-60,0.194554,129.1224,12.78226,0.006952,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-55,0.198676,126.4476,11.21444,0.00722,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-50,0.203055,123.7763,9.791048,0.007676,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-45,0.207884,121.0619,8.490524,0.0083,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-40,0.213281,118.2458,7.294062,0.00928,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-35,0.219588,115.2514,6.188238,0.010676,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-30,0.227118,111.9878,5.160496,0.012752,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-25,0.236525,108.3039,4.203765,0.016455,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-20,0.248979,103.9437,3.308611,0.022601,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-15,0.265274,98.53601,2.452867,0.030204,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,-10,0.284147,91.57106,1.599032,0.036426,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,10,0.174417,149.063,0.820028,0.005461,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,15,0.176678,144.0572,1.353586,0.00571,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,20,0.179693,140.2506,1.964622,0.00598,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,25,0.18296,137.0335,2.653868,0.006061,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,30,0.186247,134.1444,3.426122,0.006065,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,35,0.189552,131.4368,4.285643,0.006171,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,40,0.193049,128.8643,5.242011,0.00633,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,45,0.196677,126.345,6.311576,0.0064,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,50,0.200434,123.8096,7.509305,0.006615,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,55,0.204508,121.282,8.835755,0.006811,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,60,0.208808,118.6579,10.35657,0.007111,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,65,0.213539,115.9737,12.04746,0.007758,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,70,0.218942,113.0596,14.02096,0.008859,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,75,0.225397,109.9268,16.33123,0.010968,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,80,0.233458,106.4628,19.06948,0.014047,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,85,0.243016,102.3556,22.47479,0.017648,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,273,90,0.253352,97.48697,26.74025,0.021841,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-90,0.172975,158.6994,38.17767,0.008931,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-85,0.177322,150.9624,31.13747,0.008457,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-80,0.181713,145.6231,26.55296,0.007281,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-75,0.185859,141.2828,23.04957,0.006274,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-70,0.189852,137.4686,20.16128,0.005806,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-65,0.193783,133.9709,17.69584,0.005736,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-60,0.197799,130.6603,15.52734,0.005986,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-55,0.202057,127.4556,13.60284,0.006393,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-50,0.20661,124.2764,11.86562,0.0069,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-45,0.21156,121.0659,10.27658,0.007653,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-40,0.217114,117.7518,8.820086,0.008703,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-35,0.223504,114.2503,7.474759,0.010097,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-30,0.231053,110.4681,6.223751,0.012204,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-25,0.240403,106.2346,5.060759,0.015786,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-20,0.252555,101.29,3.971655,0.021432,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-15,0.268054,95.25845,2.929797,0.028021,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,-10,0.285484,87.63383,1.896637,0.032961,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,10,0.177916,154.0916,0.958018,0.004659,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,15,0.180465,148.0514,1.581046,0.005305,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,20,0.18365,143.4731,2.294852,0.005554,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,25,0.18699,139.5887,3.099584,0.005488,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,30,0.190261,136.096,3.989746,0.005427,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,35,0.193542,132.8989,4.987061,0.005501,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,40,0.196939,129.8073,6.094082,0.005636,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,45,0.200465,126.8402,7.308337,0.005765,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,50,0.204106,123.8883,8.678336,0.005941,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,55,0.207936,120.9342,10.18746,0.006257,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,60,0.212043,117.8863,11.90213,0.006675,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,65,0.216491,114.7946,13.80591,0.007177,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,70,0.221452,111.5643,15.96964,0.008222,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,75,0.227474,108.0199,18.51325,0.01048,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,80,0.235171,104.1803,21.51521,0.013627,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,85,0.244319,99.77699,25.16611,0.016849,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,365,90,0.254074,94.67056,29.58421,0.020596,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-90,0.172034,173.6487,53.77535,0.010229,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-85,0.176225,160.7646,41.85038,0.009521,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-80,0.180953,153.0737,35.1148,0.008604,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-75,0.185874,147.2385,30.31554,0.007518,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-70,0.190535,142.2223,26.43652,0.006596,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-65,0.194922,137.6726,23.14191,0.006255,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-60,0.199343,133.4102,20.26452,0.00644,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-55,0.204004,129.3278,17.72842,0.006847,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-50,0.208991,125.3197,15.4546,0.007424,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-45,0.214424,121.2976,13.38227,0.008164,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-40,0.220387,117.1747,11.4799,0.008966,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-35,0.22697,112.8608,9.716239,0.010108,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-30,0.234553,108.2481,8.072931,0.012079,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-25,0.243781,103.1606,6.545332,0.015222,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-20,0.255394,97.33356,5.11456,0.019901,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-15,0.269678,90.39333,3.745842,0.025308,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,-10,0.285328,81.8217,2.403207,0.029247,P,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,10,0.18258,162.6699,1.183184,0.00447,C,16676410,CVX,1311,0,1,,0,120
102968,20190627,547,15,0.185274,154.7174,1.952568,0.005027,C,16676410,CVX,1311,0,1,,0,120
